'tain	tɛ̃
achoppait	aʃɔpɛ
achoppant	aʃɔpɑ̃
achoppas	aʃɔpɑ
achoppasse	aʃɔpas
achoppassent	aʃɔpas
achoppasses	aʃɔpas
achoppassiez	aʃɔpasje
achoppassions	aʃɔpasjɔ̃
achoppe	aʃɔp
achoppent	aʃɔp
achoppera	aʃɔpʁa
achopperai	aʃɔpʁe
achopperaient	aʃɔpʁɛ
achopperais	aʃɔpʁɛ
achopperait	aʃɔpʁɛ
achopperas	aʃɔpʁɑ
achopperez	aʃɔpʁe
achopperiez	aʃɔpəʁje
achopperions	aʃɔpəʁjɔ̃
achopperons	aʃɔpʁɔ̃
achopperont	aʃɔpʁɔ̃
achoppes	aʃɔp
achoppez	aʃɔpe
achoppiez	aʃɔpje
achoppions	aʃɔpjɔ̃
achoppons	aʃɔpɔ̃
achoppâmes	aʃɔpɑm
achoppât	aʃɔpɑ
achoppâtes	aʃɔpɑt
achoppèrent	aʃɔpɛʁ
achoppé	aʃɔpe
achromaticité	akʁɔmatisite
achromaticités	akʁɔmatisite
achromatique	akʁɔmatik
achromatiser	akʁɔmatize
achromatisme	akʁɔmatism
achromatope	akʁɔmatɔp
achromatopsique	akʁɔmatɔpsik
achrome	akʁom
achromie	akʁɔmi
achromique	akʁɔmik
achronique	akʁɔnik
achèvement	aʃɛvmɑ̃
achèvements	aʃɛvmɑ̃
achéen	akeɛ̃
achéenne	akeɛn
achéron	akeʁɔ̃
acide	asid
acides	asid
acidifia	asidifja
acidifiai	asidifje
acidifiaient	asidifjɛ
acidifiais	asidifjɛ
acidifiait	asidifjɛ
acidifiant	asidifjɑ̃
acidifias	asidifjɑ
acidifiasse	asidifjas
acidifiassent	asidifjas
acidifiasses	asidifjas
acidifiassiez	asidifjasje
acidifiassions	asidifjasjɔ̃
acidification	asidifikasjɔ̃
acidifie	asidifi
acidifient	asidifi
acidifier	asidifje
acidifiera	asidifiʁa
acidifierai	asidifiʁe
acidifieraient	asidifiʁɛ
acidifierais	asidifiʁɛ
acidifierait	asidifiʁɛ
acidifieras	asidifiʁɑ
acidifierez	asidifiʁe
acidifieriez	asidifiʁje
acidifierions	asidifiʁjɔ̃
acidifierons	asidifiʁɔ̃
acidifieront	asidifiʁɔ̃
acidifies	asidifi
acidifiez	asidifje
acidifiiez	asidifije
acidifiions	asidifijɔ̃
acidifions	asidifjɔ̃
acidifiâmes	asidifjɑm
acidifiât	asidifjɑ
acidifiâtes	asidifjɑt
acidifièrent	asidifjɛʁ
acidifié	asidifje
acidique	asidik
acidiques	asidik
acidité	asidite
acidose	asidoz
acidula	asidyla
acidulai	asidyle
acidulaient	asidylɛ
acidulais	asidylɛ
acidulait	asidylɛ
acidulas	asidylɑ
acidulasse	asidylas
acidulassent	asidylas
acidulasses	asidylas
acidulassiez	asidylasje
acidulassions	asidylasjɔ̃
acidule	asidyl
acidulent	asidyl
aciduler	asidyle
acidulera	asidylʁa
acidulerai	asidylʁe
aciduleraient	asidylʁɛ
acidulerais	asidylʁɛ
acidulerait	asidylʁɛ
aciduleras	asidylʁɑ
acidulerez	asidylʁe
aciduleriez	asidyləʁje
acidulerions	asidyləʁjɔ̃
acidulerons	asidylʁɔ̃
aciduleront	asidylʁɔ̃
acidules	asidyl
acidulez	asidyle
aciduliez	asidylje
acidulions	asidyljɔ̃
acidulons	asidylɔ̃
acidulâmes	asidylɑm
acidulât	asidylɑ
acidulâtes	asidylɑt
acidulèrent	asidylɛʁ
acidulé	asidyle
acier	asje
acineuse	asinøz
aciération	asjeʁasjɔ̃
aciéreuse	asjeʁøz
aciérie	asjeʁi
acl	aseɛl
aclaste	aklast
aclinale	aklinal
acnodale	aknɔdal
acné	akne
acolyte	akɔlit
acommerciale	akɔmɛʁsjal
acompte	akɔ̃t
aconit	akɔni
acoquiner	akɔkine
acouphène	akufɛn
acoustique	akustik
acoustiquement	akustikmɑ̃
acoustiques	akustik
acquiescer	akjese
acquis	aki
acquisitif	akizitif
acquisition	akizisjɔ̃
acquit	aki
acquitta	akita
acquittai	akite
acquittaient	akitɛ
acquittais	akitɛ
acquittait	akitɛ
acquittant	akitɑ̃
acquittas	akitɑ
acquittasse	akitas
acquittassent	akitas
acquittasses	akitas
acquittassiez	akitasje
acquittassions	akitasjɔ̃
acquitte	akit
acquittement	akitmɑ̃
acquittent	akit
acquitter	akite
acquittera	akitʁa
acquitterai	akitʁe
acquitteraient	akitʁɛ
acquitterais	akitʁɛ
acquitterait	akitʁɛ
acquitteras	akitʁɑ
acquitterez	akitʁe
acquitteriez	akitəʁje
acquitterions	akitəʁjɔ̃
acquitterons	akitʁɔ̃
acquitteront	akitʁɔ̃
acquittes	akit
acquittez	akite
acquittiez	akitje
acquittions	akitjɔ̃
acquittons	akitɔ̃
acquittâmes	akitɑm
acquittât	akitɑ
acquittâtes	akitɑt
acquittèrent	akitɛʁ
acquitté	akite
acquéreur	akeʁœʁ
acquéreuse	akeʁøz
acquérir	akeʁiʁ
acquêt	akɛ
acquêts	akɛ
acratopège	akʁatɔpɛʒ
acre	akʁ
acres	akʁ
acridienne	akʁidjɛn
acrimoniale	akʁimɔnjal
acrobate	akʁɔbat
acrobatie	akʁɔbasi
acrobaties	akʁɔbasi
acrobatique	akʁɔbatik
acrolecte	akʁɔlɛkt
acromiale	akʁɔmjal
acromienne	akʁɔmjɛn
acromion	akʁɔmjɔ̃
acronyme	akʁɔnim
acrophobie	akʁɔfɔbi
acrophonie	akʁɔfɔni
acta	akta
actantielle	aktɑ̃sjɛl
acte	akt
actes	akt
acteur	aktœʁ
acteurs	aktœʁ
actif	aktif
actifs	aktif
actinide	aktinid
actinie	aktini
actinique	aktinik
actinium	aktinjɔm
actinorhizienne	aktinɔʁizjɛn
actinothérapie	aktinɔteʁapi
actinothérapies	aktinɔteʁapi
action	aksjɔ̃
actionnaire	aksjɔnɛʁ
actionnariale	aksjɔnaʁjal
actionnelle	aksjɔnɛl
actionner	aksjɔne
activa	aktiva
activai	aktive
activaient	aktivɛ
activais	aktivɛ
activait	aktivɛ
activant	aktivɑ̃
activas	aktiva
activasse	aktivas
activassent	aktivas
activasses	aktivas
activassiez	aktivasje
activassions	aktivasjɔ̃
activation	aktivasjɔ̃
activement	aktivmɑ̃
activent	aktiv
activer	aktive
activera	aktivʁa
activerai	aktivʁe
activeraient	aktivʁɛ
activerais	aktivʁɛ
activerait	aktivʁɛ
activeras	aktivʁɑ
activerez	aktivʁe
activeriez	aktivəʁje
activerions	aktivəʁjɔ̃
activerons	aktivʁɔ̃
activeront	aktivʁɔ̃
actives	aktiv
activez	aktive
activiez	aktivje
activions	aktivjɔ̃
activité	aktivite
activons	aktivɔ̃
activâmes	aktivɑm
activât	aktivɑ
activâtes	aktivɑt
activèrent	aktivɛʁ
activé	aktive
activée	aktive
activées	aktive
activés	aktive
actrice	aktʁis
actrices	aktʁis
actu	akty
actuaire	aktɥɛʁ
actuaires	aktɥɛʁ
actualisation	aktɥalizasjɔ̃
actualiser	aktɥalize
actualisme	aktɥalizm
actualité	aktɥalite
actualités	aktɥalite
actuel	aktɥɛl
actuelle	aktɥɛl
actuellement	aktɥɛlmɑ̃
actuelles	aktɥɛl
actuels	aktɥɛl
acuité	akɥite
acuminée	akymine
acuponctrice	akypɔ̃ktʁis
acuponcture	akypɔ̃ktyʁ
acupuncture	akypɔ̃ktyʁ
acut	aky
acutangle	akytɑ̃ɡl
acutangulée	akytɑ̃ɡyle
acute	akyt
acutes	akyt
acuts	aky
acyclique	asiklik
acéracée	aseʁase
acéraine	aseʁɛn
acérola	aseʁɔla
acéré	aseʁe
acétaliser	asetalize
acétamide	asetamid
acétate	asetat
acéteuse	asetøz
acétifier	asetifje
acétone	asetɔn
acétylcholine	asetilkɔlin
acétyler	asetile
acétylure	asetilyʁ
acétylène	asetilɛn
acétée	asete
acœlomate	aselɔmat
adage	adaʒ
adagio	adadʒjo
adam	adɑ̃
adamantin	adamɑ̃tɛ̃
adamienne	adamjɛn
adaptable	adaptabl
adaptables	adaptabl
adaptateur	adaptatœʁ
adaptation	adaptasjɔ̃
adaptatrice	adaptatʁis
adapter	adapte
adapté	adapte
addictif	adiktif
addiction	adiksjɔ̃
addictive	adiktiv
addictivement	adiktivmɑ̃
addictologue	adiktɔlɔɡ
addition	adisjɔ̃
additionnel	adisjɔnɛl
additionner	adisjɔne
additionneur	adisjɔnœʁ
additions	adisjɔ̃
additivation	aditivasjɔ̃
additives	aditiv
additivée	aditive
adducteur	adyktœʁ
adductif	adyktif
adductifs	adyktif
adductive	adyktiv
adductives	adyktiv
adeline	adlin
adelphe	adɛlf
adessif	adɛsif
adextrée	adɛkstʁe
adhérent	adeʁɑ̃
adhérents	adeʁɑ̃
adhérer	adeʁe
adhésif	adezif
adhésifs	adezif
adhésion	adezjɔ̃
adhésivement	adezivmɑ̃
adhésivée	adezive
adiabatique	adjabatik
adiabène	adjabɛn
adiabénien	adjabenjɛ̃
adieu	adjø
adieux	adjø
adipeux	adipø
adiposogénitale	adipozɔʒenital
adive	adiv
adja	adʒa
adjacence	adʒasɑ̃s
adjacent	adʒasɑ̃
adjacente	adʒasɑ̃t
adjectif	adʒɛktif
adjectivation	adʒɛktivasjɔ̃
adjectivatrice	adʒɛktivatʁis
adjective	adʒɛktiv
adjoindre	adʒwɛ̃dʁ
adjoint	adʒwɛ̃
adjudant	adʒydɑ̃
adjudicataire	adʒydikatɛʁ
adjudicatif	adʒydikatif
adjudicatifs	adʒydikatif
adjudication	adʒydikasjɔ̃
adjudicative	adʒydikativ
adjudicatives	adʒydikativ
adjuge	adʒyʒ
adjugea	adʒyʒa
adjugeai	adʒyʒe
adjugeaient	adʒyʒɛ
adjugeais	adʒyʒɛ
adjugeait	adʒyʒɛ
adjugeant	adʒyʒɑ̃
adjugeas	adʒyʒɑ
adjugeasse	adʒyʒas
adjugeassent	adʒyʒas
adjugeasses	adʒyʒas
adjugeassiez	adʒyʒasje
adjugeassions	adʒyʒasjɔ̃
adjugent	adʒyʒ
adjugeons	adʒyʒɔ̃
adjuger	adʒyʒe
adjugera	adʒyʒʁa
adjugerai	adʒyʒʁe
adjugeraient	adʒyʒʁɛ
adjugerais	adʒyʒʁɛ
adjugerait	adʒyʒʁɛ
adjugeras	adʒyʒʁɑ
adjugerez	adʒyʒʁe
adjugeriez	adʒyʒəʁje
adjugerions	adʒyʒəʁjɔ̃
adjugerons	adʒyʒʁɔ̃
adjugeront	adʒyʒʁɔ̃
adjuges	adʒyʒ
adjugez	adʒyʒe
adjugeâmes	adʒyʒɑm
adjugeât	adʒyʒɑ
adjugeâtes	adʒyʒɑt
adjugiez	adʒyʒje
adjugions	adʒyʒjɔ̃
adjugèrent	adʒyʒɛʁ
adjugé	adʒyʒe
adjuvante	adʒyvɑ̃t
adjuvantes	adʒyvɑ̃t
admettre	admɛtʁ
administra	administʁa
administrai	administʁe
administrais	administʁɛ
administras	administʁa
administrasse	administʁas
administrasses	administʁas
administrateur	administʁatœʁ
administratif	administʁatif
administration	administʁasjɔ̃
administratrice	administʁatʁis
administre	administʁ
administrer	administʁe
administres	administʁ
admirable	admiʁabl
admirables	admiʁabl
admirateur	admiʁatœʁ
admiratif	admiʁatif
admiration	admiʁasjɔ̃
admiratrice	admiʁatʁis
admirer	admiʁe
admissibles	admisibl
admission	admisjɔ̃
admissions	admisjɔ̃
admit	admi
admittance	admitɑ̃s
admonester	admɔnɛste
adn	adeɛn
adnominal	adnɔminal
adnominale	adnɔminal
adné	adne
ado	ado
adobe	adɔb
adolescence	adɔlɛsɑ̃s
adolescent	adɔlɛsɑ̃
adolescente	adɔlɛsɑ̃t
adolescents	adɔlɛsɑ̃
adolphe	adɔlf
adonide	adɔnid
adonides	adɔnid
adonienne	adɔnjɛn
adonner	adɔne
adopta	adɔpta
adoptai	adɔpte
adoptais	adɔptɛ
adoptante	adɔptɑ̃t
adoptas	adɔpta
adoptasse	adɔptas
adoptasses	adɔptas
adopte	adɔpt
adopter	adɔpte
adoptes	adɔpt
adoptez	adɔpte
adoptif	adɔptif
adoption	adɔpsjɔ̃
adoptions	adɔpsjɔ̃
adoptions	adɔptjɔ̃
adorable	adɔʁabl
adorables	adɔʁabl
adorai	adɔʁe
adorais	adɔʁɛ
adorant	adɔʁɑ̃
adoras	adɔʁa
adorasse	adɔʁas
adorasses	adɔʁas
adorateur	adɔʁatœʁ
adoratif	adɔʁatif
adoratifs	adɔʁatif
adoration	adɔʁasjɔ̃
adorations	adɔʁasjɔ̃
adorative	adɔʁativ
adoratives	adɔʁativ
adoratrice	adɔʁatʁis
adore	adɔʁ
adorer	adɔʁe
adores	adɔʁ
adorez	adɔʁe
adorner	adɔʁne
adorée	adɔʁe
adossa	adɔsa
adossai	adɔse
adossaient	adɔsɛ
adossais	adɔsɛ
adossait	adɔsɛ
adossant	adɔsɑ̃
adossas	adɔsɑ
adossasse	adɔsas
adossassent	adɔsas
adossasses	adɔsas
adossassiez	adɔsasje
adossassions	adɔsasjɔ̃
adosse	adɔs
adossent	adɔs
adosser	adose
adossera	adɔsʁa
adosserai	adɔsʁe
adosseraient	adɔsʁɛ
adosserais	adɔsʁɛ
adosserait	adɔsʁɛ
adosseras	adɔsʁɑ
adosserez	adɔsʁe
adosseriez	adɔsəʁje
adosserions	adɔsəʁjɔ̃
adosserons	adɔsʁɔ̃
adosseront	adɔsʁɔ̃
adosses	adɔs
adossez	adɔse
adossiez	adɔsje
adossions	adɔsjɔ̃
adossons	adɔsɔ̃
adossâmes	adɔsɑm
adossât	adɔsɑ
adossâtes	adɔsɑt
adossèrent	adɔsɛʁ
adossé	adɔse
adoube	adub
adouber	adube
adouci	adusi
adoucir	adusiʁ
adoucira	adusiʁa
adoucirai	adusiʁe
adouciraient	adusiʁɛ
adoucirais	adusiʁɛ
adoucirait	adusiʁɛ
adouciras	adusiʁɑ
adoucirent	adusiʁ
adoucirez	adusiʁe
adouciriez	adusiʁje
adoucirions	adusiʁjɔ̃
adoucirons	adusiʁɔ̃
adouciront	adusiʁɔ̃
adoucis	adusi
adoucissaient	adusisɛ
adoucissais	adusisɛ
adoucissait	adusisɛ
adoucissant	adusisɑ̃
adoucisse	adusis
adoucissent	adusis
adoucisses	adusis
adoucissez	adusise
adoucissiez	adusisje
adoucissions	adusisjɔ̃
adoucissons	adusisɔ̃
adoucit	adusi
adoucîmes	adusim
adoucît	adusi
adoucîtes	adusit
adpositionnelle	adpozisjɔnɛl
adq	adeky
adresse	adʁɛs
adresser	adʁese
adresser	adʁɛse
adresses	adʁɛs
adret	adʁɛ
adrien	adʁijɛ̃
adrienne	adʁijɛn
adroit	adʁwa
adrénaline	adʁenalin
adscrit	atskʁi
adscrite	adskʁit
adscrites	adskʁit
adscrits	adskʁi
adsorber	atsɔʁbe
adstrat	atstʁa
adula	adyla
adulai	adyle
adulais	adylɛ
adulas	adyla
adulasse	adylas
adulasses	adylas
adulateur	adylatœʁ
adulation	adylasjɔ̃
adule	adyl
aduler	adyle
adules	adyl
adulescent	adylɛsɑ̃
adulte	adylt
adultère	adyltɛʁ
adultérer	adylteʁe
adultérine	adylteʁin
advenir	advəniʁ
adventice	advɑ̃tis
adventive	advɑ̃tiv
adverbal	advɛʁbal
adverbale	advɛʁbal
adverbe	advɛʁb
adverbial	advɛʁbjal
adverbiale	advɛʁbjal
adverbiales	advɛʁbjal
adverbiaux	advɛʁbjo
adversaire	advɛʁsɛʁ
adversatif	advɛʁsatif
adversative	advɛʁsativ
adèle	adɛl
adélard	adelaʁ
adélaïde	adelaid
adélie	adeli
adénite	adenit
adénoassociée	adenɔasɔsje
adénomateuse	adenɔmatøz
adénome	adenom
adénoviral	adenoviʁal
adénovirale	adenɔviʁal
adénoïde	adenɔid
adénoïdes	adenɔid
adéquat	adekwa
adéquate	adekwat
adéquatement	adekwatmɑ̃
adéquates	adekwat
adéquation	adekwasjɔ̃
adéquats	adekwa
adéquiste	adekist
afar	afaʁ
affable	afabl
affablement	afabləmɑ̃
affables	afabl
affabulation	afabylasjɔ̃
affaiblir	afɛbliʁ
affaire	afɛʁ
affairement	afɛʁmɑ̃
affairer	afɛʁe
affaires	afɛʁ
affairé	afɛʁe
affaisser	afese
affamement	afaməmɑ̃
affamer	afame
affamé	afame
affect	afɛkt
affectation	afɛktasjɔ̃
affecter	afɛkte
affection	afɛksjɔ̃
affectionner	afɛksjɔne
affectueuse	afɛktɥøz
affectueusement	afɛktɥøzmɑ̃
affectueuses	afɛktɥøz
affectueux	afɛktɥø
affecté	afɛkte
affichage	afiʃaʒ
affiche	afiʃ
afficher	afiʃe
affidavit	afidavit
affidée	afide
affiler	afile
affilier	afilje
affilié	afilje
affilé	afile
affinage	afinaʒ
affiner	afine
affinité	afinite
affiné	afine
affirma	afiʁma
affirmai	afiʁme
affirmaient	afiʁmɛ
affirmais	afiʁmɛ
affirmait	afiʁmɛ
affirmant	afiʁmɑ̃
affirmas	afiʁmɑ
affirmasse	afiʁmas
affirmassent	afiʁmas
affirmasses	afiʁmas
affirmassiez	afiʁmasje
affirmassions	afiʁmasjɔ̃
affirmateur	afiʁmatœʁ
affirmatif	afiʁmatif
affirmatifs	afiʁmatif
affirmation	afiʁmasjɔ̃
affirmative	afiʁmativ
affirmatives	afiʁmativ
affirmatrice	afiʁmatʁis
affirme	afiʁm
affirment	afiʁm
affirmer	afiʁme
affirmera	afiʁməʁa
affirmerai	afiʁməʁe
affirmeraient	afiʁməʁɛ
affirmerais	afiʁməʁɛ
affirmerait	afiʁməʁɛ
affirmeras	afiʁməʁɑ
affirmerez	afiʁməʁe
affirmeriez	afiʁməʁje
affirmerions	afiʁməʁjɔ̃
affirmerons	afiʁməʁɔ̃
affirmeront	afiʁməʁɔ̃
affirmes	afiʁm
affirmez	afiʁme
affirmiez	afiʁmje
affirmions	afiʁmjɔ̃
affirmons	afiʁmɔ̃
affirmâmes	afiʁmɑm
affirmât	afiʁmɑ
affirmâtes	afiʁmɑt
affirmèrent	afiʁmɛʁ
affirmé	afiʁme
affirmée	afiʁme
affirmées	afiʁme
affirmés	afiʁme
affixa	afiksa
affixai	afikse
affixaient	afiksɛ
affixais	afiksɛ
affixait	afiksɛ
affixale	afiksal
affixant	afiksɑ̃
affixas	afiksɑ
affixasse	afiksas
affixassent	afiksas
affixasses	afiksas
affixassiez	afiksasje
affixassions	afiksasjɔ̃
affixe	afiks
affixent	afiks
affixer	afikse
affixera	afiksəʁa
affixerai	afiksəʁe
affixeraient	afiksəʁɛ
affixerais	afiksəʁɛ
affixerait	afiksəʁɛ
affixeras	afiksəʁɑ
affixerez	afiksəʁe
affixeriez	afiksəʁje
affixerions	afiksəʁjɔ̃
affixerons	afiksəʁɔ̃
affixeront	afiksəʁɔ̃
affixez	afikse
affixiez	afiksje
affixions	afiksjɔ̃
affixons	afiksɔ̃
affixâmes	afiksɑm
affixât	afiksɑ
affixâtes	afiksɑt
affixèrent	afiksɛʁ
affixé	afikse
afflictive	afliktiv
afflige	afliʒ
affligea	afliʒa
affligeai	afliʒe
affligeaient	afliʒɛ
affligeais	afliʒɛ
affligeait	afliʒɛ
affligeant	afliʒɑ̃
affligeas	afliʒɑ
affligeasse	afliʒas
affligeassent	afliʒas
affligeasses	afliʒas
affligeassiez	afliʒasje
affligeassions	afliʒasjɔ̃
affligent	afliʒ
affligeons	afliʒɔ̃
affliger	afliʒe
affligera	afliʒʁa
affligerai	afliʒʁe
affligeraient	afliʒʁɛ
affligerais	afliʒʁɛ
affligerait	afliʒʁɛ
affligeras	afliʒʁɑ
affligerez	afliʒʁe
affligeriez	afliʒəʁje
affligerions	afliʒəʁjɔ̃
affligerons	afliʒʁɔ̃
affligeront	afliʒʁɔ̃
affliges	afliʒ
affligez	afliʒe
affligeâmes	afliʒɑm
affligeât	afliʒɑ
affligeâtes	afliʒɑt
affligiez	afliʒje
affligions	afliʒjɔ̃
affligèrent	afliʒɛʁ
affligé	afliʒe
afflue	afly
affluence	aflyɑ̃s
affluent	afly
affluent	aflyɑ̃
affluer	aflye
afflux	afly
affola	afɔla
affolai	afɔle
affolaient	afɔlɛ
affolais	afɔlɛ
affolait	afɔlɛ
affolant	afɔlɑ̃
affolas	afɔlɑ
affolasse	afɔlas
affolassent	afɔlas
affolasses	afɔlas
affolassiez	afɔlasje
affolassions	afɔlasjɔ̃
affole	afɔl
affolement	afɔlmɑ̃
affolent	afɔl
affoler	afɔle
affolera	afɔlʁa
affolerai	afɔlʁe
affoleraient	afɔlʁɛ
affolerais	afɔlʁɛ
affolerait	afɔlʁɛ
affoleras	afɔlʁɑ
affolerez	afɔlʁe
affoleriez	afɔləʁje
affolerions	afɔləʁjɔ̃
affolerons	afɔlʁɔ̃
affoleront	afɔlʁɔ̃
affoles	afɔl
affolez	afɔle
affoliez	afɔlje
affolions	afɔljɔ̃
affolons	afɔlɔ̃
affolâmes	afɔlɑm
affolât	afɔlɑ
affolâtes	afɔlɑt
affolèrent	afɔlɛʁ
affolé	afɔle
affordante	afɔʁdɑ̃t
afforder	afɔʁde
affouche	afuʃ
affouragement	afuʁaʒmɑ̃
affranchir	afʁɑ̃ʃiʁ
affranchissement	afʁɑ̃ʃismɑ̃
affreuse	afʁøz
affreusement	afʁøzmɑ̃
affreux	afʁø
affriolant	afʁijɔlɑ̃
affriquer	afʁike
affront	afʁɔ̃
affrontement	afʁɔ̃tmɑ̃
affronter	afʁɔ̃te
affrèrement	afʁɛʁmɑ̃
affubler	afyble
afféterie	afetʁi
afféterie	afɛtʁi
affété	afete
affétée	afete
affût	afy
affûte	afyt
affûter	afyte
affûtiau	afytjo
afghan	afɡɑ̃
afghanistan	afɡanistɑ̃
afin	afɛ̃
afistoler	afistɔle
afm	aɛfɛm
afocale	afɔkal
afp	aɛfpe
africaine	afʁikɛn
afrikaans	afʁikɑ̃s
afrikander	afʁikɑ̃dɛʁ
afrikaner	afʁikanɛʁ
afrique	afʁik
afrocolombienne	afʁokɔlɔ̃bjɛn
afropolitaine	afʁɔpɔlitɛn
afroéquatorienne	afʁoekatɔʁjɛn
agace	aɡas
agacement	aɡasmɑ̃
agacer	aɡase
agaillardir	aɡajaʁdiʁ
agamemnon	aɡamɛmnɔ̃
agami	aɡami
aganite	aɡanit
agapanthe	aɡapɑ̃t
agaric	aɡaʁik
agathachristienne	aɡatakʁistjɛn
agathe	aɡat
agatifiée	aɡatifje
agave	aɡav
agaçant	aɡasɑ̃
age	aʒ
agen	aʒɛ̃
agence	aʒɑ̃s
agencement	aʒɑ̃smɑ̃
agenda	aʒɑ̃da
agenda	aʒɛ̃da
agenouillement	aʒnujmɑ̃
agenouiller	aʒnuje
agent	aʒɑ̃
agente	aʒɑ̃t
agents	aʒɑ̃
agençable	aʒɑ̃sabl
agençant	aʒɑ̃sɑ̃
agglomérat	aɡlɔmeʁa
agglomération	aɡlɔmeʁasjɔ̃
agglomérations	aɡlɔmeʁasjɔ̃
agglomérative	aɡlɔmeʁativ
aggloméré	aɡlɔmeʁe
agglutinant	aɡlytinɑ̃
agglutinatif	aɡlytinatif
agglutinatifs	aɡlytinatif
agglutinative	aɡlytinativ
agglutinatives	aɡlytinativ
agglutinatrice	aɡlytinatʁis
agglutiner	aɡlytine
agglutineuse	aɡlytinøz
aggravant	aɡʁavɑ̃
aggravante	aɡʁavɑ̃t
aggraver	aɡʁave
aggée	aʒe
agile	aʒil
agilement	aʒilmɑ̃
agilité	aʒilite
agio	aʒjo
agiographie	aʒjɔɡʁafi
agiographies	aʒjɔɡʁafi
agiotage	aʒjɔtaʒ
agioter	aʒjɔte
agir	aʒiʁ
agissant	aʒisɑ̃
agissante	aʒisɑ̃t
agissement	aʒismɑ̃
agitateur	aʒitatœʁ
agitation	aʒitasjɔ̃
agitatrice	aʒitatʁis
agiter	aʒite
agité	aʒite
agneau	aɲo
agneaux	aɲo
agneler	aɲəle
agnelet	aɲəlɛ
agnelets	aɲəlɛ
agnelin	aɲəlɛ̃
agneline	aɲəlin
agnelle	aɲɛl
agniers	aɲje
agnière	aɲjɛʁ
agnosie	aɡnozi
agnosies	aɡnozi
agnosticisme	aɡnɔstisism
agnostique	aɡnɔstik
agnostiques	aɡnɔstik
agnès	aɲɛs
agonie	aɡɔni
agonisa	aɡɔniza
agonisai	aɡɔnize
agonisaient	aɡɔnizɛ
agonisais	aɡɔnizɛ
agonisait	aɡɔnizɛ
agonisant	aɡɔnizɑ̃
agonisas	aɡɔnizɑ
agonisasse	aɡɔnizas
agonisassent	aɡɔnizas
agonisasses	aɡɔnizas
agonisassiez	aɡɔnizasje
agonisassions	aɡɔnizasjɔ̃
agonise	aɡɔniz
agonisent	aɡɔniz
agoniser	aɡɔnize
agonisera	aɡɔnizʁa
agoniserai	aɡɔnizʁe
agoniseraient	aɡɔnizʁɛ
agoniserais	aɡɔnizʁɛ
agoniserait	aɡɔnizʁɛ
agoniseras	aɡɔnizʁɑ
agoniserez	aɡɔnizʁe
agoniseriez	aɡɔnizəʁje
agoniserions	aɡɔnizəʁjɔ̃
agoniserons	aɡɔnizʁɔ̃
agoniseront	aɡɔnizʁɔ̃
agonises	aɡɔniz
agonisez	aɡɔnize
agonisiez	aɡɔnizje
agonisions	aɡɔnizjɔ̃
agonisons	aɡɔnizɔ̃
agonisâmes	aɡɔnizɑm
agonisât	aɡɔnizɑ
agonisâtes	aɡɔnizɑt
agonisèrent	aɡɔnizɛʁ
agonisé	aɡɔnize
agoranome	aɡɔʁanɔm
agoraphobie	aɡɔʁafɔbi
agouti	aɡuti
agrafe	aɡʁaf
agrafer	aɡʁafe
agrammatical	aɡʁamatikal
agrammaticaux	aɡʁamatiko
agrandi	aɡʁɑ̃di
agrandie	aɡʁɑ̃di
agrandies	aɡʁɑ̃di
agrandir	aɡʁɑ̃diʁ
agrandira	aɡʁɑ̃diʁa
agrandirai	aɡʁɑ̃diʁe
agrandiraient	aɡʁɑ̃diʁɛ
agrandirais	aɡʁɑ̃diʁɛ
agrandirait	aɡʁɑ̃diʁɛ
agrandiras	aɡʁɑ̃diʁɑ
agrandirent	aɡʁɑ̃diʁ
agrandirez	aɡʁɑ̃diʁe
agrandiriez	aɡʁɑ̃diʁje
agrandirions	aɡʁɑ̃diʁjɔ̃
agrandirons	aɡʁɑ̃diʁɔ̃
agrandiront	aɡʁɑ̃diʁɔ̃
agrandis	aɡʁɑ̃di
agrandissaient	aɡʁɑ̃disɛ
agrandissais	aɡʁɑ̃disɛ
agrandissait	aɡʁɑ̃disɛ
agrandissant	aɡʁɑ̃disɑ̃
agrandisse	aɡʁɑ̃dis
agrandissent	aɡʁɑ̃dis
agrandisses	aɡʁɑ̃dis
agrandissez	aɡʁɑ̃dise
agrandissiez	aɡʁɑ̃disje
agrandissions	aɡʁɑ̃disjɔ̃
agrandissons	aɡʁɑ̃disɔ̃
agrandit	aɡʁɑ̃di
agranditive	aɡʁɑ̃ditiv
agrandîmes	aɡʁɑ̃dim
agrandît	aɡʁɑ̃di
agrandîtes	aɡʁɑ̃dit
agrarienne	aɡʁaʁjɛn
agresser	aɡʁɛse
agresseur	aɡʁɛsœʁ
agressif	aɡʁɛsif
agressifs	aɡʁɛsif
agression	aɡʁɛsjɔ̃
agressive	aɡʁɛsiv
agressivement	aɡʁɛsivmɑ̃
agressives	aɡʁɛsiv
agressivité	aɡʁɛsivite
agrestes	aɡʁɛst
agribashing	aɡʁibaʃiŋ
agricole	aɡʁikɔl
agriculteur	aɡʁikyltœʁ
agriculturale	aɡʁikyltyʁal
agriculture	aɡʁikyltyʁ
agripper	aɡʁipe
agrippeuse	aɡʁipøz
agroenvironnementale	aɡʁoɑ̃viʁɔnmɑ̃tal
agroforestière	aɡʁɔfɔʁɛstjɛʁ
agronome	aɡʁɔnɔm
agronomie	aɡʁɔnɔmi
agronomique	aɡʁɔnɔmik
